q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
MC,Stiffness,shelf,Which object is the most stiff?,pos,shelf,bouquet,shelf,wind_chime,snack_food
MC,Stiffness,shoe,Which object is the most stiff?,pos,shoe,lampshade,shoe,oil_lamp,gelatin
MC,Stiffness,short_pants,Which object is the most stiff?,pos,short_pants,hamburger,cigarette,laxative,short_pants
MC,Stiffness,shovel,Which object is the most stiff?,pos,shovel,crouton,cupcake,shovel,quesadilla
MC,Stiffness,shower_curtain,Which object is the most stiff?,pos,shower_curtain,ring,lampshade,shower_curtain,laxative
MC,Stiffness,shredder,Which object is the most stiff?,pos,shredder,clementine,pudding,pancake,shredder
MC,Stiffness,skewer,Which object is the most stiff?,pos,skewer,skewer,flower_arrangement,chocolate_cake,lasagna
MC,Stiffness,skirt,Which object is the most stiff?,pos,skirt,wind_chime,bagel,pancake,skirt
MC,Stiffness,speaker,Which object is the most stiff?,pos,speaker,bandanna,cornmeal,speaker,kiwi
MC,Stiffness,spear,Which object is the most stiff?,pos,spear,brownie,kiwi,spear,carnation
MC,Stiffness,sportswear,Which object is the most stiff?,pos,sportswear,egg_roll,sportswear,sunflower,blueberry
MC,Stiffness,steering_wheel,Which object is the most stiff?,pos,steering_wheel,egg_yolk,matchbox,candy_bar,steering_wheel
MC,Stiffness,step_ladder,Which object is the most stiff?,pos,step_ladder,gelatin,omelet,persimmon,step_ladder
MC,Stiffness,step_stool,Which object is the most stiff?,pos,step_stool,step_stool,laxative,bouquet,whipped_cream
MC,Stiffness,stool,Which object is the most stiff?,pos,stool,green_bean,stool,brownie,quiche
MC,Stiffness,subwoofer,Which object is the most stiff?,pos,subwoofer,egg,lasagna,gelatin,subwoofer
MC,Stiffness,sweat_pants,Which object is the most stiff?,pos,sweat_pants,pudding,whipped_cream,egg_roll,sweat_pants
MC,Stiffness,sweater,Which object is the most stiff?,pos,sweater,sweater,hamburger,cake,wind_chime
MC,Stiffness,teakettle,Which object is the most stiff?,pos,teakettle,quiche,teakettle,cupcake,cigarette
MC,Stiffness,tennis_ball,Which object is the most stiff?,pos,tennis_ball,egg_roll,tennis_ball,sushi,pickle
MC,Stiffness,toaster,Which object is the most stiff?,pos,toaster,grape,strawberry,toaster,cracker
MC,Stiffness,toaster_oven,Which object is the most stiff?,pos,toaster_oven,burrito,pizza,omelet,toaster_oven
MC,Stiffness,toilet,Which object is the most stiff?,pos,toilet,cupcake,toilet,cereal,clementine
MC,Stiffness,tool,Which object is the most stiff?,pos,tool,tool,sushi,pie,wineglass
MC,Stiffness,toolbox,Which object is the most stiff?,pos,toolbox,toolbox,chocolate_mousse,burrito,crouton
MC,Stiffness,waffle_iron,Which object is the most stiff?,pos,waffle_iron,waffle_iron,waffle,crescent_roll,business_card
MC,Stiffness,washer,Which object is the most stiff?,pos,washer,hamburger,washer,lasagna,quesadilla
MC,Stiffness,water_faucet,Which object is the most stiff?,pos,water_faucet,snack_food,chocolate_mousse,water_faucet,waffle
MC,Stiffness,wet_suit,Which object is the most stiff?,pos,wet_suit,oil_lamp,pancake,bowler_hat,wet_suit
MC,Stiffness,wine_bucket,Which object is the most stiff?,pos,wine_bucket,wine_bucket,hamburger,quesadilla,brownie
MC,Stiffness,wrench,Which object is the most stiff?,pos,wrench,bouquet,wrench,ring,nutcracker
MC,Stiffness,corkscrew,Which object is the most stiff?,pos,corkscrew,pepper,blueberry,corkscrew,lasagna
MC,Stiffness,crate,Which object is the most stiff?,pos,crate,peach,green_onion,banner,crate
MC,Stiffness,crib,Which object is the most stiff?,pos,crib,nutcracker,pie,pepper,crib
MC,Stiffness,crowbar,Which object is the most stiff?,pos,crowbar,crowbar,bread,blackberry,gelatin
MC,Stiffness,crutch,Which object is the most stiff?,pos,crutch,crutch,cookie,spectacles,bubble_gum
MC,Stiffness,cube,Which object is the most stiff?,pos,cube,pizza,cube,flower_arrangement,banner
MC,Stiffness,cylinder,Which object is the most stiff?,pos,cylinder,strawberry,cylinder,lasagna,peach
MC,Stiffness,cymbal,Which object is the most stiff?,pos,cymbal,quiche,cymbal,ice_cream,gelatin
MC,Stiffness,dish,Which object is the most stiff?,pos,dish,birthday_cake,pastry,dish,eclair
MC,Stiffness,dishwasher,Which object is the most stiff?,pos,dishwasher,bouquet,kite,dishwasher,blackberry
MC,Stiffness,drawer,Which object is the most stiff?,pos,drawer,meatball,candy,drawer,blueberry
MC,Stiffness,drawers,Which object is the most stiff?,pos,drawers,nutcracker,clementine,cornbread,drawers
MC,Stiffness,drill,Which object is the most stiff?,pos,drill,bread,smoothie,chocolate_cake,drill
MC,Stiffness,dumbbell,Which object is the most stiff?,pos,dumbbell,dumbbell,pinwheel,pastry,pudding
MC,Stiffness,faucet,Which object is the most stiff?,pos,faucet,faucet,wind_chime,eclair,pizza
MC,Stiffness,file,Which object is the most stiff?,pos,file,kiwi,spectacles,file,pinwheel
MC,Stiffness,fire_alarm,Which object is the most stiff?,pos,fire_alarm,wine_bottle,crescent_roll,fire_alarm,ice_cream
MC,Stiffness,fire_extinguisher,Which object is the most stiff?,pos,fire_extinguisher,ring,bread,wineglass,fire_extinguisher
MC,Stiffness,floor_cover,Which object is the most stiff?,pos,floor_cover,banner,floor_cover,baseball_cap,kite
MC,Stiffness,food_processor,Which object is the most stiff?,pos,food_processor,egg,food_processor,blackberry,burrito
MC,Stiffness,football_helmet,Which object is the most stiff?,pos,football_helmet,cigarette,brownie,football_helmet,quesadilla
MC,Stiffness,frying_pan,Which object is the most stiff?,pos,frying_pan,blueberry,frying_pan,pastry,egg_roll
MC,Stiffness,hammer,Which object is the most stiff?,pos,hammer,business_card,pepper,peach,hammer
MC,Stiffness,handcuff,Which object is the most stiff?,pos,handcuff,birthday_cake,handcuff,strawberry,flower_arrangement
MC,Stiffness,heater,Which object is the most stiff?,pos,heater,heater,lasagna,brownie,cornmeal
MC,Stiffness,helmet,Which object is the most stiff?,pos,helmet,helmet,pie,snack_food,bagel
MC,Stiffness,hinge,Which object is the most stiff?,pos,hinge,hinge,matchbox,pepper,kite
MC,Stiffness,hosiery,Which object is the most stiff?,pos,hosiery,chocolate_mousse,hosiery,baseball_cap,bowler_hat
MC,Stiffness,hot_plate,Which object is the most stiff?,pos,hot_plate,cake,hot_plate,bread,green_bean
MC,Stiffness,keg,Which object is the most stiff?,pos,keg,keg,ballet_skirt,cupcake,nutcracker
MC,Stiffness,kitchen_appliance,Which object is the most stiff?,pos,kitchen_appliance,kitchen_appliance,cracker,banana,blackberry
MC,Stiffness,kitchenware,Which object is the most stiff?,pos,kitchenware,sushi,egg_roll,kitchenware,kiwi
MC,Stiffness,knee_pad,Which object is the most stiff?,pos,knee_pad,business_card,cracker,knee_pad,brownie
MC,Stiffness,knob,Which object is the most stiff?,pos,knob,knob,pie,laxative,green_bean
MC,Stiffness,lab_coat,Which object is the most stiff?,pos,lab_coat,baseball_cap,bouquet,lab_coat,green_onion
MC,Stiffness,latch,Which object is the most stiff?,pos,latch,lemon,latch,pinwheel,cracker
MC,Stiffness,lawn_mower,Which object is the most stiff?,pos,lawn_mower,lawn_mower,pastry,pickle,clementine
MC,Stiffness,leather,Which object is the most stiff?,pos,leather,leather,smoothie,blueberry,banner
MC,Stiffness,lego,Which object is the most stiff?,pos,lego,lego,chocolate_mousse,bagel,kite
MC,Stiffness,life_buoy,Which object is the most stiff?,pos,life_buoy,grape,plant,waffle,life_buoy
MC,Stiffness,life_jacket,Which object is the most stiff?,pos,life_jacket,crouton,crescent_roll,life_jacket,bread
MC,Stiffness,liquor,Which object is the most stiff?,pos,liquor,kite,liquor,cigarette,waffle
MC,Stiffness,magazine,Which object is the most stiff?,pos,magazine,magazine,cigarette,pie,ring
MC,Stiffness,mailbox,Which object is the most stiff?,pos,mailbox,mailbox,lemon,chocolate_cake,snack_food
MC,Stiffness,mallet,Which object is the most stiff?,pos,mallet,pancake,mallet,burrito,garlic
MC,Stiffness,music_stool,Which object is the most stiff?,pos,music_stool,crouton,birthday_cake,music_stool,cupcake
MC,Stiffness,padlock,Which object is the most stiff?,pos,padlock,bubble_gum,padlock,bandanna,banana
MC,Stiffness,palette,Which object is the most stiff?,pos,palette,palette,cake,bowler_hat,bread
MC,Stiffness,paperweight,Which object is the most stiff?,pos,paperweight,paperweight,cigarette,meatball,plant
MC,Stiffness,pillow,Which object is the most stiff?,pos,pillow,ice_cream,waffle,banner,pillow
MC,Stiffness,pipe,Which object is the most stiff?,pos,pipe,banana,pipe,sunflower,laxative
MC,Stiffness,pistol,Which object is the most stiff?,pos,pistol,pistol,nutcracker,wine_bottle,candy_bar
MC,Stiffness,pitchfork,Which object is the most stiff?,pos,pitchfork,pitchfork,smoothie,snack_food,green_bean
MC,Stiffness,poker,Which object is the most stiff?,pos,poker,banana,lampshade,ring,poker
MC,Stiffness,recliner,Which object is the most stiff?,pos,recliner,pinwheel,waffle,recliner,persimmon
MC,Stiffness,rifle,Which object is the most stiff?,pos,rifle,rifle,cornmeal,plant,grape
MC,Stiffness,rug,Which object is the most stiff?,pos,rug,rug,garlic,kiwi,ice_cream
MC,Stiffness,amplifier,Which object is the most stiff?,pos,amplifier,amplifier,pepper,banana,beanie
MC,Stiffness,ax,Which object is the most stiff?,pos,ax,business_card,ax,beanie,egg_yolk
MC,Stiffness,barbell,Which object is the most stiff?,pos,barbell,lasagna,bowler_hat,barbell,beanie
MC,Stiffness,baseball_bat,Which object is the most stiff?,pos,baseball_bat,baseball_bat,lemon,egg,tomato
MC,Stiffness,basketball,Which object is the most stiff?,pos,basketball,brownie,eclair,oil_lamp,basketball
MC,Stiffness,bath_mat,Which object is the most stiff?,pos,bath_mat,bandanna,carnation,bath_mat,pizza
MC,Stiffness,bell,Which object is the most stiff?,pos,bell,flower_arrangement,green_bean,bouquet,bell
MC,Stiffness,block,Which object is the most stiff?,pos,block,egg,pastry,banner,block
MC,Stiffness,boot,Which object is the most stiff?,pos,boot,pickle,ring,sushi,boot
MC,Stiffness,bow,Which object is the most stiff?,pos,bow,envelope,carnation,cookie,bow
MC,Stiffness,breechcloth,Which object is the most stiff?,pos,breechcloth,wineglass,quiche,breechcloth,egg_roll
MC,Stiffness,bucket,Which object is the most stiff?,pos,bucket,grape,bucket,wine_bottle,cornmeal
MC,Stiffness,bunk_bed,Which object is the most stiff?,pos,bunk_bed,ring,bunk_bed,pickle,cookie
MC,Stiffness,cabinet,Which object is the most stiff?,pos,cabinet,cracker,blueberry,nutcracker,cabinet
MC,Stiffness,cart,Which object is the most stiff?,pos,cart,cart,ice_cream,spectacles,flower_arrangement
MC,Stiffness,checkerboard,Which object is the most stiff?,pos,checkerboard,checkerboard,candy,egg_roll,cigarette
MC,Stiffness,chip,Which object is the most stiff?,pos,chip,pastry,chip,lasagna,chocolate_cake
MC,Stiffness,chopping_board,Which object is the most stiff?,pos,chopping_board,chopping_board,chocolate_cake,waffle,crouton
MC,Stiffness,cleaning_implement,Which object is the most stiff?,pos,cleaning_implement,cleaning_implement,green_bean,brownie,snack_food
MC,Stiffness,cleat,Which object is the most stiff?,pos,cleat,crescent_roll,green_onion,cleat,wind_chime
MC,Stiffness,clothes_hamper,Which object is the most stiff?,pos,clothes_hamper,clothes_hamper,gelatin,cereal,waffle
MC,Stiffness,coatrack,Which object is the most stiff?,pos,coatrack,laxative,brownie,coatrack,garlic
MC,Stiffness,coin,Which object is the most stiff?,pos,coin,waffle,wind_chime,kiwi,coin
MC,Stiffness,combination_lock,Which object is the most stiff?,pos,combination_lock,combination_lock,persimmon,cornbread,egg_roll
MC,Stiffness,sawhorse,Which object is the most stiff?,pos,sawhorse,sunflower,banana,candy_bar,sawhorse
MC,Stiffness,scarf,Which object is the most stiff?,pos,scarf,lemon,scarf,wineglass,pie
MC,Stiffness,scissors,Which object is the most stiff?,pos,scissors,omelet,scissors,bandanna,peach
MC,Stiffness,scraper,Which object is the most stiff?,pos,scraper,hamburger,blackberry,garlic,scraper
MC,Stiffness,screwdriver,Which object is the most stiff?,pos,screwdriver,screwdriver,persimmon,pinwheel,cornbread
MC,Stiffness,shawl,Which object is the most stiff?,pos,shawl,blackberry,pancake,shawl,pie
MC,Stiffness,shears,Which object is the most stiff?,pos,shears,cornbread,shears,bowler_hat,persimmon
MC,Stiffness,shelf,Which object is the most stiff?,pos,shelf,pie,eclair,shelf,kiwi
MC,Stiffness,shoe,Which object is the most stiff?,pos,shoe,shoe,business_card,brownie,bandanna
MC,Stiffness,short_pants,Which object is the most stiff?,pos,short_pants,short_pants,beanie,pie,snack_food
MC,Stiffness,shovel,Which object is the most stiff?,pos,shovel,bouquet,smoothie,shovel,sushi
MC,Stiffness,shower_curtain,Which object is the most stiff?,pos,shower_curtain,cake,snack_food,shower_curtain,birthday_cake
MC,Stiffness,shredder,Which object is the most stiff?,pos,shredder,pastry,sushi,crescent_roll,shredder
MC,Stiffness,skewer,Which object is the most stiff?,pos,skewer,skewer,oil_lamp,banana,plant
MC,Stiffness,skirt,Which object is the most stiff?,pos,skirt,smoothie,skirt,lemon,beanie
MC,Stiffness,speaker,Which object is the most stiff?,pos,speaker,whipped_cream,baseball_cap,speaker,bagel
MC,Stiffness,spear,Which object is the most stiff?,pos,spear,peach,pie,spear,candy_bar
MC,Stiffness,sportswear,Which object is the most stiff?,pos,sportswear,pancake,chocolate_cake,sportswear,lasagna
MC,Stiffness,steering_wheel,Which object is the most stiff?,pos,steering_wheel,gelatin,green_bean,kite,steering_wheel
MC,Stiffness,step_ladder,Which object is the most stiff?,pos,step_ladder,meatball,quiche,step_ladder,wind_chime
MC,Stiffness,step_stool,Which object is the most stiff?,pos,step_stool,step_stool,whipped_cream,pizza,cigarette
MC,Stiffness,stool,Which object is the most stiff?,pos,stool,stool,lasagna,brownie,bubble_gum
MC,Stiffness,subwoofer,Which object is the most stiff?,pos,subwoofer,ballet_skirt,subwoofer,brownie,grape
MC,Stiffness,sweat_pants,Which object is the most stiff?,pos,sweat_pants,blueberry,pancake,sweat_pants,omelet
MC,Stiffness,sweater,Which object is the most stiff?,pos,sweater,omelet,hamburger,bread,sweater
MC,Stiffness,teakettle,Which object is the most stiff?,pos,teakettle,ring,ice_cream,pinwheel,teakettle
MC,Stiffness,tennis_ball,Which object is the most stiff?,pos,tennis_ball,wineglass,egg,tennis_ball,bread
MC,Stiffness,toaster,Which object is the most stiff?,pos,toaster,hamburger,laxative,toaster,pinwheel
MC,Stiffness,toaster_oven,Which object is the most stiff?,pos,toaster_oven,toaster_oven,snack_food,pastry,chocolate_mousse
MC,Stiffness,toilet,Which object is the most stiff?,pos,toilet,pudding,toilet,egg_roll,banana
MC,Stiffness,tool,Which object is the most stiff?,pos,tool,laxative,tool,nutcracker,garlic
MC,Stiffness,toolbox,Which object is the most stiff?,pos,toolbox,toolbox,bread,pinwheel,bouquet
MC,Stiffness,waffle_iron,Which object is the most stiff?,pos,waffle_iron,lasagna,waffle_iron,bowler_hat,cornbread
MC,Stiffness,washer,Which object is the most stiff?,pos,washer,cornbread,pinwheel,omelet,washer
MC,Stiffness,water_faucet,Which object is the most stiff?,pos,water_faucet,water_faucet,nutcracker,wind_chime,egg
MC,Stiffness,wet_suit,Which object is the most stiff?,pos,wet_suit,matchbox,wet_suit,pancake,eclair
MC,Stiffness,wine_bucket,Which object is the most stiff?,pos,wine_bucket,ring,chocolate_cake,wine_bucket,blackberry
MC,Stiffness,wrench,Which object is the most stiff?,pos,wrench,cigarette,wrench,cereal,green_bean
MC,Stiffness,corkscrew,Which object is the most stiff?,pos,corkscrew,wind_chime,corkscrew,flower_arrangement,banner
MC,Stiffness,crate,Which object is the most stiff?,pos,crate,sunflower,gelatin,crate,oil_lamp
MC,Stiffness,crib,Which object is the most stiff?,pos,crib,quesadilla,blueberry,cookie,crib
MC,Stiffness,crowbar,Which object is the most stiff?,pos,crowbar,garlic,crowbar,laxative,crouton
MC,Stiffness,crutch,Which object is the most stiff?,pos,crutch,bowler_hat,whipped_cream,crutch,beanie
MC,Stiffness,cube,Which object is the most stiff?,pos,cube,pinwheel,bowler_hat,crescent_roll,cube
MC,Stiffness,cylinder,Which object is the most stiff?,pos,cylinder,envelope,baseball_cap,quesadilla,cylinder
MC,Stiffness,cymbal,Which object is the most stiff?,pos,cymbal,pickle,cymbal,egg_yolk,banana
MC,Stiffness,dish,Which object is the most stiff?,pos,dish,cake,dish,quiche,banana
MC,Stiffness,dishwasher,Which object is the most stiff?,pos,dishwasher,dishwasher,beanie,pie,green_onion
MC,Stiffness,drawer,Which object is the most stiff?,pos,drawer,brownie,drawer,laxative,pancake
MC,Stiffness,drawers,Which object is the most stiff?,pos,drawers,crouton,wine_bottle,wineglass,drawers
MC,Stiffness,drill,Which object is the most stiff?,pos,drill,waffle,drill,crescent_roll,wineglass
MC,Stiffness,dumbbell,Which object is the most stiff?,pos,dumbbell,ring,bread,dumbbell,kite
MC,Stiffness,faucet,Which object is the most stiff?,pos,faucet,faucet,chocolate_cake,cigarette,lasagna
MC,Stiffness,file,Which object is the most stiff?,pos,file,baseball_cap,birthday_cake,file,clementine
MC,Stiffness,fire_alarm,Which object is the most stiff?,pos,fire_alarm,fire_alarm,omelet,cigarette,sushi
MC,Stiffness,fire_extinguisher,Which object is the most stiff?,pos,fire_extinguisher,garlic,fire_extinguisher,quiche,pepper
MC,Stiffness,floor_cover,Which object is the most stiff?,pos,floor_cover,brownie,lemon,egg,floor_cover
MC,Stiffness,food_processor,Which object is the most stiff?,pos,food_processor,food_processor,kiwi,green_onion,oil_lamp
MC,Stiffness,football_helmet,Which object is the most stiff?,pos,football_helmet,raspberry,football_helmet,candy_bar,cracker
